source_title,Category
Cultural Studies - Critical Methodologies,Cultural Studies
"Culture, Agriculture, Food and Environment",Cultural Studies
Identities,Cultural Studies
"Food, Culture and Society",Cultural Studies
Journal of China Tourism Research,Cultural Studies
Information Society,Cultural Studies
Annals of Leisure Research,Cultural Studies
Cross Cultural and Strategic Management,Cultural Studies
South Asian Journal of Business Studies,Cultural Studies
Geographia Polonica,Cultural Studies
Tourism Recreation Research,Cultural Studies
Fashion and Textiles,Cultural Studies
Journal of Global Fashion Marketing,Cultural Studies
Journal of Tourism and Cultural Change,Cultural Studies
Reproductive Biomedicine and Society Online,Cultural Studies
Culture and Organization,Cultural Studies
Journal of Chinese Human Resource Management,Cultural Studies
"Equality, Diversity and Inclusion",Cultural Studies
Cultural Geographies,Cultural Studies
International Journal of Culture and Mental Health,Cultural Studies
Violence and Gender,Cultural Studies
Psychology of Popular Media Culture,Cultural Studies
Journal of Cross-Cultural Psychology,Cultural Studies
Journal of Research on Adolescence,Cultural Studies
American Behavioral Scientist,Cultural Studies
Body and Society,Cultural Studies
Gesture,Cultural Studies
Journal of Applied Biobehavioral Research,Cultural Studies
Culture and Psychology,Cultural Studies
Journal of Multicultural Counseling and Development,Cultural Studies
Malaysian Journal of Learning and Instruction,Cultural Studies
Memory Studies,Cultural Studies
The Journal of Men's Studies,Cultural Studies
Comunicar,Cultural Studies
Social and Cultural Geography,Cultural Studies
Social Media and Society,Cultural Studies
Journal of Contemporary Asia,Cultural Studies
Crime Science,Cultural Studies
Race Ethnicity and Education,Cultural Studies
Social Movement Studies,Cultural Studies
"Discourse, Context and Media",Cultural Studies
Ethnic and Racial Studies,Cultural Studies
Journal of Bisexuality,Cultural Studies
Journal of Multilingual and Multicultural Development,Cultural Studies
International Indigenous Policy Journal,Cultural Studies
International Journal of Cultural Policy,Cultural Studies
Innovation and Development,Cultural Studies
Journal of Cultural Economy,Cultural Studies
Cultural Sociology,Cultural Studies
Journal of International and Intercultural Communication,Cultural Studies
Journal of Children and Media,Cultural Studies
Bulletin of Geography,Cultural Studies
Celebrity Studies,Cultural Studies
"Pedagogy, Culture and Society",Cultural Studies
Sport in Society,Cultural Studies
"Communication, Culture and Critique",Cultural Studies
International Journal of Cultural Studies,Cultural Studies
"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion",Cultural Studies
Africa Spectrum,Cultural Studies
Cultura y Educacion,Cultural Studies
Cultural Studies of Science Education,Cultural Studies
European Journal of Cultural and Political Sociology,Cultural Studies
Intercultural Education,Cultural Studies
Asiascape: Digital Asia,Cultural Studies
Ethnography and Education,Cultural Studies
Journal of Contemporary European Studies,Cultural Studies
The Lancet Digital Health,Decision Sciences (miscellaneous)
Journal of Ethnic and Migration Studies,Demography
Population and Environment,Demography
Journal of Population Economics,Demography
Health Reports,Demography
Developmental Psychology,Demography
Population and Development Review,Demography
"Population, Space and Place",Demography
Mobilities,Demography
Journal of Oral Microbiology,Dentistry (miscellaneous)
Journal of Investigative Dermatology,Dermatology
Journal of Dermatological Science,Dermatology
Experimental Dermatology,Dermatology
British Journal of Dermatology,Dermatology
JAMA Dermatology,Dermatology
American Journal of Clinical Dermatology,Dermatology
Journal of the American Academy of Dermatology,Dermatology
Journal of the European Academy of Dermatology and Venereology,Dermatology
Dermatologic Clinics,Dermatology
Sexually Transmitted Infections,Dermatology
Mycoses,Dermatology
Land Degradation and Development,Development
Tourism Management,Development
Corporate Social Responsibility and Environmental Management,Development
Annals of Tourism Research,Development
Entrepreneurship and Regional Development,Development
World Development,Development
Transportation,Development
Sustainable Development,Development
International Journal of Water Resources Development,Development
World Bank Research Observer,Development
Journal of Development Economics,Development
Journal of African Business,Development
Journal of the American Planning Association,Development
Information Technology for Development,Development
Journal of the American Academy of Child and Adolescent Psychiatry,Developmental and Educational Psychology
Development and Psychopathology,Developmental and Educational Psychology
Educational Psychologist,Developmental and Educational Psychology
Educational Psychology Review,Developmental and Educational Psychology
Developmental Science,Developmental and Educational Psychology
Journal of Clinical Child and Adolescent Psychology,Developmental and Educational Psychology
Autism,Developmental and Educational Psychology
Journal of Attention Disorders,Developmental and Educational Psychology
Applied Developmental Science,Developmental and Educational Psychology
Journal of Autism and Developmental Disorders,Developmental and Educational Psychology
Annual Review of Cell and Developmental Biology,Developmental Biology
Genes and Development,Developmental Biology
Developmental Cell,Developmental Biology
Seminars in Cell and Developmental Biology,Developmental Biology
Stem cells translational medicine,Developmental Biology
Stem Cells,Developmental Biology
Wiley Interdisciplinary Reviews: Developmental Biology,Developmental Biology
Molecular Autism,Developmental Neuroscience
Experimental Neurology,Developmental Neuroscience
Developmental Neurobiology,Developmental Neuroscience
Journal of Computational and Graphical Statistics,Discrete Mathematics and Combinatorics
SIAM-ASA Journal on Uncertainty Quantification,Discrete Mathematics and Combinatorics
International Journal for Uncertainty Quantification,Discrete Mathematics and Combinatorics
Constraints,Discrete Mathematics and Combinatorics
Global and Stochastic Analysis,Discrete Mathematics and Combinatorics
Journal of Inequalities and Applications,Discrete Mathematics and Combinatorics
Discrete and Continuous Dynamical Systems - Series S,Discrete Mathematics and Combinatorics
Molecular Therapy,Drug Discovery
Medicinal Research Reviews,Drug Discovery
Protein and Cell,Drug Discovery
Journal of Medicinal Chemistry,Drug Discovery
Molecular Therapy - Nucleic Acids,Drug Discovery
Drug Discovery Today: Technologies,Drug Discovery
Earth's Future,Earth and Planetary Sciences (miscellaneous)
Elements,Earth and Planetary Sciences (miscellaneous)
Journal of Geophysical Research: Solid Earth,Earth and Planetary Sciences (miscellaneous)
Soil and Tillage Research,Earth-Surface Processes
Agricultural Water Management,Earth-Surface Processes
Biogeosciences,Earth-Surface Processes
International Journal of Applied Earth Observation and Geoinformation,Earth-Surface Processes
Cryosphere,Earth-Surface Processes
Catena,Earth-Surface Processes
Geomorphology,Earth-Surface Processes
Earth Surface Dynamics,Earth-Surface Processes
Biogeochemistry,Earth-Surface Processes
Journal of Geophysical Research F: Earth Surface,Earth-Surface Processes
Tectonophysics,Earth-Surface Processes
Permafrost and Periglacial Processes,Earth-Surface Processes
Journal of Asian Earth Sciences,Earth-Surface Processes
Nature Ecology and Evolution,Ecology
Frontiers in Ecology and the Environment,Ecology
Applied and Environmental Microbiology,Ecology
Microbiology spectrum,Ecology
Anthropocene Review,Ecology
Journal of Applied Ecology,Ecology
Ecological Applications,Ecology
Ecology and Society,Ecology
Perspectives in Ecology and Conservation,Ecology
FEMS Microbiology Ecology,Ecology
Fungal Diversity,"Ecology, Evolution, Behavior and Systematics"
Annual Review of Entomology,"Ecology, Evolution, Behavior and Systematics"
Trends in Ecology and Evolution,"Ecology, Evolution, Behavior and Systematics"
Molecular Biology and Evolution,"Ecology, Evolution, Behavior and Systematics"
Systematic Biology,"Ecology, Evolution, Behavior and Systematics"
Ecology Letters,"Ecology, Evolution, Behavior and Systematics"
ISME Journal,"Ecology, Evolution, Behavior and Systematics"
Genome Biology,"Ecology, Evolution, Behavior and Systematics"
Persoonia: Molecular Phylogeny and Evolution of Fungi,"Ecology, Evolution, Behavior and Systematics"
Ecological Monographs,"Ecology, Evolution, Behavior and Systematics"
Methods in Ecology and Evolution,"Ecology, Evolution, Behavior and Systematics"
Molecular Ecology Resources,"Ecology, Evolution, Behavior and Systematics"
Ecography,"Ecology, Evolution, Behavior and Systematics"
Cladistics,"Ecology, Evolution, Behavior and Systematics"
Global Ecology and Biogeography,"Ecology, Evolution, Behavior and Systematics"
Conservation Biology,"Ecology, Evolution, Behavior and Systematics"
Molecular Ecology,"Ecology, Evolution, Behavior and Systematics"
PLoS Genetics,"Ecology, Evolution, Behavior and Systematics"
Biological Conservation,"Ecology, Evolution, Behavior and Systematics"
International Journal of Biological Sciences,"Ecology, Evolution, Behavior and Systematics"
Functional Ecology,"Ecology, Evolution, Behavior and Systematics"
Environmental Microbiology,"Ecology, Evolution, Behavior and Systematics"
Geobiology,"Ecology, Evolution, Behavior and Systematics"
Remote Sensing in Ecology and Conservation,"Ecology, Evolution, Behavior and Systematics"
Ecological Indicators,"Ecology, Evolution, Behavior and Systematics"
Ecosystems,"Ecology, Evolution, Behavior and Systematics"
mSystems,"Ecology, Evolution, Behavior and Systematics"
Ecology,"Ecology, Evolution, Behavior and Systematics"
Molecular Phylogenetics and Evolution,"Ecology, Evolution, Behavior and Systematics"
PLoS Computational Biology,"Ecology, Evolution, Behavior and Systematics"
